Date,Open,High,Low,Close,Adj. Close,Change,Volume
2010-11-03,13.42000,13.42000,13.42000,13.42000,13.42000,0.45%,0
2010-11-04,13.48000,13.48000,13.48000,13.48000,13.48000,0.45%,0
2010-11-05,13.72000,13.72000,13.72000,13.72000,13.72000,1.78%,0
2010-11-08,13.82000,13.82000,13.82000,13.82000,13.82000,0.73%,0
2010-11-09,13.70000,13.70000,13.70000,13.70000,13.70000,-0.87%,0
2010-11-10,13.98000,13.98000,13.98000,13.98000,13.98000,2.04%,0
2010-11-11,13.95000,13.95000,13.95000,13.95000,13.95000,-0.21%,0
2010-11-12,13.75000,13.75000,13.75000,13.75000,13.75000,-1.43%,0
2010-11-15,13.84000,13.84000,13.84000,13.84000,13.84000,0.65%,0
2010-11-16,13.66000,13.66000,13.66000,13.66000,13.66000,-1.30%,0
2010-11-17,13.68000,13.68000,13.68000,13.68000,13.68000,0.15%,0
2010-11-18,13.83000,13.83000,13.83000,13.83000,13.83000,1.10%,0
2010-11-19,13.80000,13.80000,13.80000,13.80000,13.80000,-0.22%,0
2010-11-22,13.83000,13.83000,13.83000,13.83000,13.83000,0.22%,0
2010-11-23,13.81000,13.81000,13.81000,13.81000,13.81000,-0.14%,0
2010-11-24,14.06000,14.06000,14.06000,14.06000,14.06000,1.81%,0
2010-11-25,14.08000,14.08000,14.08000,14.08000,14.08000,0.14%,0
2010-11-26,14.15000,14.15000,14.15000,14.15000,14.15000,0.50%,0
2010-11-29,14.27000,14.27000,14.27000,14.27000,14.27000,0.85%,0
2010-11-30,14.26000,14.26000,14.26000,14.26000,14.26000,-0.07%,0
2010-12-01,14.52000,14.52000,14.52000,14.52000,14.52000,1.82%,0
2010-12-02,14.59000,14.59000,14.59000,14.59000,14.59000,0.48%,0
2010-12-03,14.39000,14.39000,14.39000,14.39000,14.39000,-1.37%,0
2010-12-06,14.48000,14.48000,14.48000,14.48000,14.48000,0.63%,0
2010-12-07,14.42000,14.42000,14.42000,14.42000,14.42000,-0.41%,0
2010-12-08,14.62000,14.62000,14.62000,14.62000,14.62000,1.39%,0
2010-12-09,14.72000,14.72000,14.72000,14.72000,14.72000,0.68%,0
2010-12-10,14.76000,14.76000,14.76000,14.76000,14.76000,0.27%,0
2010-12-13,14.58000,14.58000,14.58000,14.58000,14.58000,-1.22%,0
2010-12-14,14.59000,14.59000,14.59000,14.59000,14.59000,0.07%,0
2010-12-15,14.58000,14.58000,14.58000,14.58000,14.58000,-0.07%,0
2010-12-16,14.82000,14.82000,14.82000,14.82000,14.82000,1.65%,0
2010-12-17,14.88000,14.88000,14.88000,14.88000,14.88000,0.40%,0
2010-12-20,14.98000,14.98000,14.98000,14.98000,14.98000,0.67%,0
2010-12-21,15.03000,15.03000,15.03000,15.03000,15.03000,0.33%,0
2010-12-22,15.12000,15.12000,15.12000,15.12000,15.12000,0.60%,0
2010-12-23,15.13000,15.13000,15.13000,15.13000,15.13000,0.07%,0
2010-12-27,15.05000,15.05000,15.05000,15.05000,15.05000,-0.53%,0
2010-12-28,15.08000,15.08000,15.08000,15.08000,15.08000,0.20%,0
2010-12-29,15.09000,15.09000,15.09000,15.09000,15.09000,0.07%,0
